'sample interval','Fx','Fy','Fz','Mx','My','Mz','COPx','COPy'
3880,2.419,-0.219,-0.278,0.538,-3.809,0.139,0.708,0.101
3881,2.386,-0.199,-0.364,0.547,-3.809,0.13,0.707,0.103
3882,2.367,-0.182,-0.461,0.562,-3.807,0.119,0.705,0.106
3883,2.366,-0.171,-0.551,0.581,-3.799,0.105,0.702,0.11
3884,2.384,-0.164,-0.618,0.602,-3.784,0.092,0.698,0.114
3885,2.417,-0.159,-0.647,0.619,-3.761,0.079,0.694,0.117
3886,2.458,-0.153,-0.632,0.63,-3.733,0.067,0.689,0.119
3887,2.496,-0.143,-0.573,0.632,-3.702,0.057,0.684,0.119
3888,2.525,-0.13,-0.48,0.625,-3.672,0.049,0.679,0.118
3889,2.539,-0.114,-0.373,0.612,-3.646,0.042,0.676,0.115
3890,2.538,-0.099,-0.277,0.598,-3.625,0.035,0.674,0.112
3891,2.526,-0.088,-0.217,0.586,-3.611,0.03,0.672,0.11
3892,2.509,-0.081,-0.211,0.581,-3.601,0.025,0.67,0.109
3893,2.495,-0.078,-0.267,0.582,-3.592,0.021,0.668,0.109
3894,2.489,-0.077,-0.378,0.591,-3.582,0.019,0.664,0.111
3895,2.491,-0.077,-0.52,0.605,-3.567,0.02,0.659,0.114
3896,2.498,-0.075,-0.66,0.622,-3.548,0.023,0.654,0.118
3897,2.504,-0.069,-0.762,0.638,-3.525,0.027,0.648,0.121
3898,2.504,-0.06,-0.798,0.652,-3.499,0.032,0.643,0.123
3899,2.495,-0.05,-0.76,0.661,-3.472,0.035,0.638,0.125
3900,2.477,-0.039,-0.66,0.666,-3.446,0.036,0.635,0.126
3901,2.454,-0.029,-0.528,0.67,-3.419,0.033,0.632,0.126
3902,2.431,-0.022,-0.398,0.673,-3.392,0.028,0.629,0.127
3903,2.413,-0.019,-0.297,0.678,-3.363,0.022,0.625,0.127
3904,2.404,-0.021,-0.242,0.686,-3.333,0.017,0.62,0.129
3905,2.403,-0.026,-0.231,0.695,-3.302,0.015,0.614,0.13
3906,2.409,-0.033,-0.259,0.704,-3.272,0.016,0.608,0.132
3907,2.416,-0.042,-0.313,0.71,-3.243,0.02,0.602,0.133
3908,2.422,-0.049,-0.378,0.711,-3.214,0.026,0.596,0.134
3909,2.422,-0.052,-0.441,0.708,-3.186,0.034,0.59,0.133
3910,2.415,-0.053,-0.488,0.702,-3.157,0.043,0.584,0.132
3911,2.401,-0.052,-0.515,0.697,-3.124,0.051,0.577,0.131
3912,2.382,-0.052,-0.526,0.695,-3.089,0.06,0.571,0.131
3913,2.358,-0.058,-0.538,0.696,-3.053,0.067,0.564,0.131
3914,2.331,-0.07,-0.566,0.699,-3.017,0.073,0.556,0.132
3915,2.301,-0.088,-0.619,0.701,-2.983,0.077,0.549,0.132
3916,2.27,-0.108,-0.69,0.699,-2.952,0.077,0.543,0.132
3917,2.237,-0.125,-0.762,0.694,-2.925,0.075,0.537,0.131
3918,2.207,-0.137,-0.82,0.685,-2.901,0.069,0.531,0.13
3919,2.18,-0.141,-0.86,0.676,-2.878,0.063,0.526,0.128
3920,2.159,-0.139,-0.883,0.669,-2.855,0.057,0.522,0.127
3921,2.142,-0.133,-0.894,0.667,-2.833,0.053,0.518,0.126
3922,2.127,-0.125,-0.888,0.669,-2.812,0.054,0.514,0.127
3923,2.112,-0.119,-0.852,0.671,-2.792,0.059,0.511,0.127
3924,2.099,-0.116,-0.763,0.671,-2.772,0.067,0.508,0.127
3925,2.088,-0.115,-0.606,0.667,-2.75,0.077,0.506,0.126
3926,2.082,-0.117,-0.378,0.659,-2.723,0.087,0.505,0.124
3927,2.08,-0.122,-0.098,0.65,-2.687,0.095,0.502,0.122
3928,2.081,-0.129,0.193,0.641,-2.642,0.098,0.498,0.12
3929,2.078,-0.137,0.447,0.634,-2.592,0.097,0.492,0.118
3930,2.068,-0.145,0.613,0.63,-2.541,0.093,0.485,0.117
3931,2.048,-0.149,0.65,0.628,-2.497,0.087,0.478,0.116
3932,2.019,-0.147,0.534,0.625,-2.469,0.082,0.471,0.116
3933,1.981,-0.134,0.262,0.621,-2.46,0.079,0.465,0.116
3934,1.942,-0.11,-0.143,0.614,-2.471,0.078,0.461,0.115
3935,1.905,-0.076,-0.629,0.605,-2.497,0.079,0.459,0.114
3936,1.876,-0.037,-1.122,0.596,-2.531,0.08,0.458,0.114
3937,1.857,-0.001,-1.539,0.587,-2.563,0.081,0.458,0.113
3938,1.85,0.025,-1.803,0.581,-2.586,0.08,0.458,0.112
3939,1.852,0.037,-1.865,0.58,-2.595,0.08,0.459,0.112
3940,1.858,0.031,-1.715,0.584,-2.589,0.081,0.46,0.112
3941,1.863,0.01,-1.384,0.593,-2.57,0.086,0.461,0.114
3942,1.864,-0.023,-0.936,0.607,-2.543,0.094,0.463,0.115
3943,1.861,-0.06,-0.457,0.621,-2.514,0.105,0.465,0.117
3944,1.858,-0.094,-0.028,0.635,-2.487,0.117,0.466,0.119
3945,1.859,-0.117,0.285,0.646,-2.468,0.128,0.467,0.12
3946,1.869,-0.127,0.449,0.651,-2.459,0.135,0.468,0.121
3947,1.892,-0.124,0.466,0.652,-2.462,0.137,0.469,0.121
3948,1.924,-0.115,0.367,0.648,-2.475,0.135,0.469,0.121
3949,1.963,-0.106,0.198,0.641,-2.495,0.132,0.471,0.12
3950,2.002,-0.103,0.009,0.633,-2.518,0.128,0.472,0.119
3951,2.039,-0.111,-0.16,0.626,-2.538,0.126,0.474,0.117
3952,2.071,-0.127,-0.28,0.618,-2.551,0.127,0.474,0.116
3953,2.1,-0.147,-0.343,0.61,-2.555,0.13,0.474,0.115
3954,2.129,-0.163,-0.352,0.599,-2.549,0.132,0.473,0.113
3955,2.158,-0.169,-0.324,0.587,-2.537,0.132,0.471,0.11
3956,2.188,-0.161,-0.279,0.573,-2.522,0.128,0.469,0.108
3957,2.219,-0.141,-0.233,0.561,-2.507,0.12,0.467,0.105
3958,2.247,-0.115,-0.2,0.551,-2.494,0.109,0.465,0.104
3959,2.266,-0.09,-0.188,0.546,-2.481,0.098,0.462,0.103
3960,2.271,-0.071,-0.207,0.545,-2.468,0.088,0.46,0.102
3961,2.259,-0.06,-0.266,0.546,-2.456,0.082,0.457,0.103
3962,2.232,-0.059,-0.376,0.547,-2.445,0.08,0.453,0.103
3963,2.195,-0.062,-0.534,0.546,-2.434,0.083,0.449,0.103
3964,2.153,-0.065,-0.728,0.541,-2.423,0.088,0.444,0.103
3965,2.112,-0.065,-0.931,0.533,-2.409,0.094,0.438,0.101
3966,2.071,-0.06,-1.104,0.525,-2.389,0.099,0.432,0.1
3967,2.029,-0.052,-1.212,0.52,-2.362,0.101,0.425,0.1
3968,1.982,-0.043,-1.228,0.519,-2.324,0.1,0.418,0.099
3969,1.929,-0.038,-1.147,0.524,-2.278,0.098,0.411,0.1
3970,1.871,-0.04,-0.988,0.531,-2.226,0.094,0.403,0.101
3971,1.815,-0.052,-0.784,0.537,-2.174,0.09,0.397,0.102
3972,1.768,-0.071,-0.575,0.539,-2.127,0.086,0.391,0.102
3973,1.739,-0.097,-0.393,0.536,-2.09,0.083,0.387,0.101
3974,1.733,-0.125,-0.255,0.528,-2.068,0.079,0.385,0.099
3975,1.749,-0.151,-0.169,0.518,-2.062,0.075,0.385,0.097
3976,1.782,-0.173,-0.137,0.507,-2.07,0.071,0.387,0.095
3977,1.824,-0.187,-0.159,0.499,-2.089,0.066,0.39,0.094
3978,1.868,-0.193,-0.232,0.495,-2.113,0.06,0.393,0.093
3979,1.907,-0.191,-0.343,0.497,-2.138,0.054,0.396,0.094
3980,1.939,-0.183,-0.468,0.502,-2.159,0.048,0.398,0.095
3981,1.964,-0.169,-0.582,0.507,-2.173,0.045,0.399,0.096
3982,1.982,-0.155,-0.659,0.511,-2.178,0.044,0.399,0.097
3983,1.994,-0.142,-0.691,0.509,-2.173,0.045,0.398,0.097
3984,1.998,-0.135,-0.685,0.501,-2.159,0.049,0.395,0.095
3985,1.992,-0.135,-0.661,0.486,-2.137,0.056,0.392,0.092
3986,1.978,-0.142,-0.641,0.466,-2.111,0.064,0.387,0.089
3987,1.955,-0.154,-0.643,0.443,-2.085,0.072,0.382,0.084
3988,1.925,-0.167,-0.672,0.422,-2.063,0.078,0.378,0.08
3989,1.892,-0.178,-0.724,0.404,-2.049,0.08,0.374,0.077
3990,1.859,-0.184,-0.793,0.395,-2.045,0.079,0.372,0.076
3991,1.831,-0.184,-0.87,0.394,-2.052,0.076,0.373,0.075
3992,1.811,-0.178,-0.948,0.401,-2.069,0.071,0.375,0.077
3993,1.803,-0.169,-1.015,0.416,-2.095,0.068,0.378,0.08
3994,1.806,-0.16,-1.056,0.436,-2.127,0.068,0.384,0.084
3995,1.821,-0.153,-1.055,0.457,-2.162,0.071,0.39,0.088
3996,1.846,-0.152,-1.003,0.476,-2.197,0.078,0.398,0.091
3997,1.878,-0.156,-0.902,0.491,-2.232,0.085,0.405,0.094
3998,1.915,-0.165,-0.769,0.501,-2.267,0.093,0.414,0.095
3999,1.952,-0.177,-0.633,0.508,-2.304,0.1,0.423,0.096
4000,1.988,-0.19,-0.527,0.516,-2.346,0.104,0.432,0.098
4001,2.021,-0.203,-0.477,0.53,-2.396,0.104,0.442,0.1
4002,2.052,-0.214,-0.487,0.553,-2.453,0.102,0.453,0.105
4003,2.083,-0.224,-0.534,0.587,-2.516,0.097,0.464,0.111
4004,2.122,-0.231,-0.581,0.627,-2.583,0.09,0.476,0.118
4005,2.174,-0.237,-0.589,0.669,-2.652,0.082,0.488,0.126
4006,2.246,-0.24,-0.533,0.708,-2.72,0.073,0.502,0.133
4007,2.339,-0.239,-0.416,0.737,-2.786,0.064,0.516,0.139
4008,2.448,-0.23,-0.265,0.756,-2.852,0.057,0.53,0.142
4009,2.565,-0.211,-0.118,0.767,-2.918,0.052,0.545,0.143
4010,2.677,-0.18,-0.017,0.772,-2.989,0.049,0.559,0.144
4011,2.775,-0.137,0.005,0.777,-3.067,0.049,0.574,0.145
4012,2.853,-0.083,-0.071,0.784,-3.155,0.049,0.589,0.147
4013,2.913,-0.021,-0.243,0.794,-3.253,0.05,0.605,0.149
4014,2.961,0.045,-0.493,0.803,-3.358,0.05,0.621,0.151
4015,3.002,0.11,-0.791,0.81,-3.464,0.048,0.636,0.153
4016,3.042,0.169,-1.099,0.812,-3.563,0.045,0.65,0.154
4017,3.081,0.217,-1.374,0.808,-3.649,0.04,0.662,0.154
4018,3.116,0.25,-1.575,0.801,-3.714,0.037,0.672,0.153
4019,3.142,0.263,-1.663,0.793,-3.754,0.034,0.678,0.151
4020,3.157,0.258,-1.615,0.786,-3.768,0.035,0.681,0.15
4021,3.162,0.236,-1.431,0.781,-3.76,0.038,0.682,0.148
4022,3.16,0.202,-1.142,0.777,-3.734,0.043,0.682,0.147
4023,3.153,0.16,-0.803,0.775,-3.699,0.05,0.68,0.146
4024,3.142,0.114,-0.477,0.772,-3.661,0.058,0.678,0.145
4025,3.126,0.07,-0.217,0.769,-3.627,0.067,0.675,0.144
4026,3.106,0.03,-0.056,0.767,-3.599,0.075,0.672,0.143
4027,3.082,0,-0.001,0.765,-3.578,0.084,0.669,0.143
4028,3.057,-0.017,-0.041,0.764,-3.563,0.091,0.666,0.143
4029,3.035,-0.018,-0.159,0.764,-3.55,0.097,0.661,0.143
4030,3.019,-0.004,-0.335,0.763,-3.536,0.101,0.656,0.143
4031,3.008,0.023,-0.546,0.759,-3.519,0.103,0.65,0.143
4032,2.998,0.055,-0.766,0.751,-3.495,0.104,0.642,0.142
4033,2.983,0.084,-0.958,0.739,-3.462,0.103,0.634,0.14
4034,2.959,0.102,-1.084,0.722,-3.418,0.101,0.624,0.137
4035,2.922,0.107,-1.117,0.704,-3.364,0.098,0.613,0.134
4036,2.875,0.097,-1.048,0.684,-3.299,0.094,0.602,0.13
4037,2.823,0.075,-0.893,0.662,-3.225,0.089,0.59,0.126
4038,2.772,0.047,-0.689,0.64,-3.144,0.086,0.578,0.121
4039,2.727,0.016,-0.482,0.615,-3.059,0.082,0.566,0.116
4040,2.69,-0.013,-0.317,0.59,-2.97,0.08,0.551,0.111
4041,2.654,-0.039,-0.228,0.564,-2.878,0.077,0.536,0.106
4042,2.611,-0.06,-0.232,0.539,-2.784,0.075,0.518,0.101
4043,2.546,-0.078,-0.325,0.513,-2.685,0.073,0.498,0.097
4044,2.45,-0.098,-0.483,0.488,-2.58,0.072,0.477,0.092
4045,2.319,-0.123,-0.669,0.464,-2.466,0.073,0.453,0.088
4046,2.155,-0.157,-0.841,0.438,-2.343,0.078,0.427,0.084
4047,1.971,-0.2,-0.963,0.411,-2.211,0.085,0.401,0.079
4048,1.78,-0.25,-1.013,0.382,-2.073,0.095,0.374,0.074
4049,1.596,-0.303,-0.991,0.351,-1.934,0.106,0.349,0.068
4050,1.427,-0.354,-0.912,0.319,-1.8,0.115,0.325,0.062
4051,1.279,-0.4,-0.807,0.29,-1.679,0.123,0.304,0.056
4052,1.154,-0.44,-0.71,0.267,-1.578,0.126,0.287,0.052
4053,1.056,-0.474,-0.649,0.252,-1.503,0.125,0.274,0.049
4054,0.987,-0.497,-0.638,0.246,-1.457,0.121,0.265,0.048
4055,0.952,-0.508,-0.673,0.248,-1.44,0.114,0.262,0.048
4056,0.952,-0.501,-0.734,0.257,-1.449,0.105,0.262,0.05
4057,0.985,-0.476,-0.792,0.27,-1.479,0.096,0.267,0.052
4058,1.045,-0.434,-0.821,0.284,-1.523,0.086,0.275,0.055
4059,1.124,-0.381,-0.805,0.297,-1.574,0.077,0.285,0.057
4060,1.212,-0.326,-0.75,0.309,-1.628,0.07,0.295,0.059
4061,1.302,-0.277,-0.672,0.318,-1.681,0.064,0.306,0.061
4062,1.392,-0.24,-0.59,0.325,-1.734,0.062,0.318,0.062
4063,1.481,-0.216,-0.523,0.332,-1.789,0.062,0.329,0.063
4064,1.569,-0.199,-0.481,0.339,-1.849,0.065,0.341,0.065
4065,1.657,-0.184,-0.465,0.349,-1.917,0.068,0.353,0.067
4066,1.748,-0.165,-0.471,0.363,-1.995,0.072,0.368,0.069
4067,1.84,-0.143,-0.49,0.381,-2.083,0.073,0.384,0.072
4068,1.938,-0.121,-0.508,0.402,-2.181,0.072,0.402,0.076
4069,2.041,-0.105,-0.512,0.425,-2.286,0.068,0.421,0.081
4070,2.152,-0.096,-0.496,0.447,-2.397,0.063,0.442,0.085
4071,2.271,-0.093,-0.471,0.467,-2.512,0.057,0.464,0.088
4072,2.4,-0.091,-0.459,0.483,-2.627,0.05,0.486,0.091
4073,2.536,-0.086,-0.488,0.495,-2.741,0.045,0.506,0.094
4074,2.676,-0.073,-0.573,0.503,-2.851,0.04,0.526,0.095
4075,2.811,-0.054,-0.705,0.508,-2.956,0.036,0.543,0.096
4076,2.929,-0.034,-0.854,0.512,-3.053,0.035,0.559,0.097
4077,3.018,-0.02,-0.978,0.517,-3.143,0.035,0.574,0.099
4078,3.071,-0.018,-1.042,0.523,-3.221,0.039,0.588,0.1
4079,3.087,-0.031,-1.031,0.53,-3.289,0.044,0.6,0.101
4080,3.077,-0.056,-0.946,0.538,-3.344,0.051,0.612,0.102
4081,3.051,-0.085,-0.803,0.546,-3.385,0.058,0.622,0.104
4082,3.022,-0.109,-0.623,0.556,-3.414,0.065,0.63,0.105
4083,2.999,-0.121,-0.429,0.567,-3.433,0.071,0.636,0.107
4084,2.987,-0.118,-0.247,0.58,-3.444,0.077,0.64,0.109
4085,2.986,-0.101,-0.101,0.594,-3.45,0.082,0.644,0.111
4086,2.994,-0.077,-0.012,0.609,-3.452,0.086,0.645,0.114
4087,3.007,-0.055,0.014,0.623,-3.451,0.09,0.646,0.117
4088,3.019,-0.041,-0.017,0.633,-3.448,0.093,0.645,0.118
4089,3.024,-0.039,-0.085,0.636,-3.442,0.095,0.643,0.119
4090,3.021,-0.048,-0.164,0.632,-3.433,0.097,0.64,0.119
4091,3.009,-0.067,-0.232,0.622,-3.421,0.098,0.636,0.117
4092,2.989,-0.092,-0.276,0.607,-3.405,0.098,0.633,0.114
4093,2.964,-0.119,-0.295,0.591,-3.387,0.097,0.629,0.111
4094,2.938,-0.141,-0.302,0.577,-3.368,0.096,0.626,0.109
4095,2.91,-0.155,-0.313,0.565,-3.349,0.093,0.622,0.106
4096,2.88,-0.157,-0.35,0.555,-3.329,0.09,0.618,0.105
4097,2.846,-0.146,-0.428,0.546,-3.309,0.088,0.613,0.103
4098,2.806,-0.123,-0.552,0.534,-3.287,0.086,0.607,0.101
4099,2.758,-0.094,-0.717,0.521,-3.259,0.085,0.599,0.099
4100,2.706,-0.067,-0.9,0.507,-3.224,0.087,0.59,0.097
4101,2.652,-0.047,-1.068,0.491,-3.179,0.089,0.579,0.094
4102,2.6,-0.04,-1.188,0.476,-3.125,0.092,0.568,0.091
4103,2.555,-0.046,-1.234,0.463,-3.062,0.093,0.555,0.089
4104,2.519,-0.064,-1.196,0.45,-2.994,0.094,0.543,0.087
4105,2.491,-0.09,-1.081,0.439,-2.924,0.092,0.532,0.084
4106,2.469,-0.119,-0.912,0.428,-2.854,0.089,0.521,0.082
4107,2.451,-0.149,-0.721,0.416,-2.788,0.085,0.512,0.079
4108,2.432,-0.177,-0.543,0.404,-2.726,0.082,0.503,0.077
4109,2.409,-0.203,-0.408,0.391,-2.669,0.08,0.494,0.074
4110,2.382,-0.227,-0.333,0.376,-2.617,0.081,0.486,0.071
4111,2.351,-0.248,-0.327,0.361,-2.569,0.084,0.477,0.068
4112,2.32,-0.266,-0.386,0.344,-2.523,0.089,0.467,0.065
4113,2.289,-0.279,-0.495,0.324,-2.478,0.096,0.457,0.062
4114,2.259,-0.286,-0.636,0.303,-2.432,0.104,0.447,0.058
4115,2.227,-0.289,-0.782,0.279,-2.384,0.113,0.436,0.054
4116,2.189,-0.287,-0.911,0.254,-2.332,0.12,0.424,0.05
4117,2.141,-0.284,-1.003,0.231,-2.277,0.127,0.412,0.045
4118,2.082,-0.285,-1.043,0.211,-2.215,0.132,0.4,0.042
4119,2.016,-0.293,-1.023,0.198,-2.148,0.136,0.388,0.039
4120,1.948,-0.31,-0.947,0.193,-2.075,0.137,0.376,0.038
4121,1.889,-0.332,-0.824,0.196,-2.001,0.137,0.364,0.039
4122,1.844,-0.355,-0.673,0.206,-1.928,0.134,0.353,0.04
4123,1.818,-0.371,-0.52,0.22,-1.862,0.13,0.342,0.043
4124,1.81,-0.374,-0.39,0.237,-1.805,0.125,0.334,0.045
4125,1.815,-0.361,-0.308,0.253,-1.763,0.121,0.327,0.048
4126,1.83,-0.335,-0.294,0.268,-1.739,0.117,0.323,0.051
4127,1.85,-0.303,-0.353,0.283,-1.734,0.115,0.321,0.054
4128,1.873,-0.274,-0.479,0.299,-1.749,0.113,0.322,0.057
4129,1.896,-0.255,-0.641,0.317,-1.78,0.113,0.325,0.061
4130,1.92,-0.248,-0.801,0.34,-1.825,0.112,0.331,0.065
4131,1.945,-0.249,-0.915,0.365,-1.88,0.111,0.34,0.07
4132,1.974,-0.252,-0.951,0.392,-1.943,0.108,0.351,0.075
4133,2.011,-0.247,-0.895,0.415,-2.012,0.103,0.365,0.08
4134,2.063,-0.228,-0.761,0.434,-2.086,0.098,0.381,0.083
4135,2.136,-0.193,-0.583,0.446,-2.165,0.093,0.398,0.085
4136,2.23,-0.144,-0.407,0.452,-2.247,0.088,0.416,0.086
4137,2.345,-0.089,-0.275,0.457,-2.331,0.085,0.433,0.086
4138,2.474,-0.04,-0.213,0.464,-2.413,0.083,0.449,0.087
4139,2.607,-0.006,-0.224,0.478,-2.49,0.08,0.464,0.09
4140,2.733,0.007,-0.291,0.502,-2.56,0.077,0.476,0.095
4141,2.843,-0.002,-0.386,0.534,-2.621,0.072,0.486,0.101
4142,2.927,-0.029,-0.479,0.569,-2.673,0.067,0.494,0.107
4143,2.984,-0.064,-0.55,0.6,-2.715,0.063,0.501,0.113
4144,3.016,-0.096,-0.594,0.623,-2.747,0.06,0.506,0.118
4145,3.025,-0.116,-0.614,0.633,-2.77,0.06,0.51,0.119
4146,3.019,-0.115,-0.619,0.628,-2.785,0.062,0.513,0.119
4147,3.001,-0.093,-0.617,0.612,-2.792,0.064,0.514,0.116
4148,2.974,-0.055,-0.615,0.589,-2.793,0.066,0.514,0.111
4149,2.94,-0.013,-0.618,0.566,-2.789,0.065,0.513,0.107
4150,2.902,0.025,-0.63,0.546,-2.783,0.062,0.512,0.103
4151,2.861,0.052,-0.654,0.532,-2.774,0.056,0.51,0.101
4152,2.823,0.063,-0.685,0.524,-2.762,0.048,0.507,0.099
4153,2.79,0.062,-0.72,0.52,-2.746,0.041,0.504,0.099
4154,2.764,0.052,-0.752,0.519,-2.725,0.037,0.499,0.099
4155,2.746,0.036,-0.779,0.519,-2.696,0.037,0.494,0.099
4156,2.736,0.018,-0.799,0.52,-2.66,0.042,0.487,0.099
4157,2.728,0.001,-0.816,0.523,-2.618,0.051,0.479,0.1
4158,2.719,-0.016,-0.831,0.53,-2.572,0.062,0.47,0.101
4159,2.705,-0.029,-0.843,0.538,-2.524,0.074,0.461,0.102
4160,2.683,-0.039,-0.849,0.548,-2.476,0.083,0.452,0.104
4161,2.651,-0.046,-0.845,0.557,-2.429,0.088,0.443,0.106
4162,2.609,-0.052,-0.833,0.562,-2.381,0.089,0.434,0.107
4163,2.56,-0.059,-0.816,0.562,-2.332,0.087,0.426,0.107
4164,2.506,-0.071,-0.799,0.558,-2.279,0.084,0.416,0.106
4165,2.45,-0.089,-0.785,0.551,-2.219,0.08,0.405,0.105
4166,2.397,-0.11,-0.768,0.544,-2.151,0.079,0.393,0.103
4167,2.347,-0.132,-0.742,0.537,-2.074,0.079,0.379,0.102
4168,2.299,-0.151,-0.707,0.531,-1.99,0.082,0.363,0.101
4169,2.25,-0.164,-0.669,0.524,-1.901,0.085,0.347,0.099
4170,2.198,-0.168,-0.64,0.516,-1.809,0.089,0.331,0.098
4171,2.143,-0.163,-0.632,0.507,-1.718,0.093,0.314,0.096
4172,2.087,-0.151,-0.648,0.495,-1.628,0.095,0.297,0.094
4173,2.033,-0.136,-0.674,0.483,-1.538,0.095,0.28,0.092
4174,1.981,-0.121,-0.686,0.47,-1.446,0.094,0.263,0.089
4175,1.93,-0.113,-0.657,0.456,-1.349,0.093,0.245,0.087
4176,1.875,-0.113,-0.567,0.443,-1.247,0.093,0.227,0.084
4177,1.814,-0.122,-0.414,0.429,-1.139,0.093,0.21,0.081
4178,1.745,-0.136,-0.227,0.415,-1.026,0.094,0.192,0.078
4179,1.67,-0.151,-0.055,0.401,-0.911,0.096,0.173,0.075
4180,1.594,-0.163,0.044,0.387,-0.8,0.098,0.154,0.073
4181,1.525,-0.169,0.024,0.375,-0.697,0.1,0.134,0.071
4182,1.468,-0.17,-0.133,0.366,-0.612,0.101,0.116,0.069
4183,1.427,-0.167,-0.409,0.36,-0.551,0.103,0.1,0.068
4184,1.399,-0.162,-0.757,0.358,-0.517,0.106,0.089,0.069
4185,1.38,-0.158,-1.114,0.362,-0.511,0.11,0.082,0.07
4186,1.364,-0.158,-1.423,0.37,-0.529,0.114,0.081,0.072
4187,1.346,-0.162,-1.644,0.381,-0.562,0.117,0.083,0.074
4188,1.324,-0.169,-1.758,0.395,-0.601,0.118,0.089,0.077
4189,1.299,-0.173,-1.763,0.41,-0.636,0.119,0.095,0.08
4190,1.277,-0.17,-1.671,0.425,-0.662,0.118,0.102,0.083
4191,1.262,-0.157,-1.498,0.439,-0.678,0.118,0.107,0.085
4192,1.263,-0.134,-1.266,0.451,-0.687,0.118,0.113,0.087
4193,1.281,-0.106,-0.998,0.462,-0.694,0.12,0.118,0.088
4194,1.318,-0.08,-0.726,0.47,-0.704,0.123,0.124,0.089
4195,1.371,-0.063,-0.49,0.476,-0.724,0.126,0.131,0.09
4196,1.436,-0.061,-0.33,0.48,-0.756,0.13,0.14,0.091
4197,1.506,-0.075,-0.283,0.484,-0.803,0.133,0.149,0.091
4198,1.576,-0.101,-0.364,0.488,-0.862,0.136,0.159,0.092
4199,1.641,-0.134,-0.564,0.495,-0.93,0.139,0.169,0.094
4200,1.7,-0.166,-0.841,0.505,-1.004,0.142,0.178,0.096
4201,1.753,-0.188,-1.139,0.516,-1.077,0.145,0.187,0.099
4202,1.802,-0.199,-1.394,0.528,-1.145,0.148,0.196,0.101
4203,1.849,-0.198,-1.562,0.537,-1.205,0.152,0.204,0.103
4204,1.894,-0.188,-1.617,0.539,-1.254,0.155,0.213,0.104
4205,1.936,-0.174,-1.56,0.534,-1.291,0.157,0.221,0.103
4206,1.974,-0.163,-1.411,0.523,-1.318,0.157,0.228,0.101
4207,2.007,-0.154,-1.199,0.508,-1.335,0.155,0.234,0.097
4208,2.037,-0.148,-0.958,0.493,-1.345,0.149,0.24,0.094
4209,2.064,-0.142,-0.721,0.479,-1.352,0.142,0.245,0.091
4210,2.091,-0.133,-0.519,0.47,-1.358,0.135,0.249,0.089
4211,2.119,-0.122,-0.377,0.464,-1.368,0.129,0.253,0.088
4212,2.147,-0.108,-0.314,0.46,-1.383,0.125,0.257,0.087
4213,2.169,-0.092,-0.335,0.459,-1.402,0.124,0.26,0.087
4214,2.181,-0.076,-0.434,0.459,-1.424,0.124,0.262,0.087
4215,2.174,-0.062,-0.591,0.46,-1.447,0.125,0.264,0.087
4216,2.147,-0.056,-0.774,0.461,-1.469,0.126,0.266,0.088
4217,2.101,-0.059,-0.945,0.461,-1.487,0.124,0.266,0.088
4218,2.043,-0.074,-1.072,0.46,-1.499,0.121,0.267,0.088
4219,1.984,-0.098,-1.127,0.457,-1.504,0.115,0.267,0.088
4220,1.932,-0.127,-1.101,0.452,-1.501,0.109,0.267,0.087
4221,1.895,-0.155,-0.998,0.445,-1.492,0.102,0.266,0.085
4222,1.876,-0.177,-0.834,0.438,-1.481,0.097,0.267,0.084
4223,1.875,-0.189,-0.637,0.433,-1.471,0.093,0.268,0.082
4224,1.889,-0.186,-0.44,0.431,-1.469,0.089,0.271,0.082
4225,1.915,-0.167,-0.278,0.432,-1.477,0.085,0.274,0.082
4226,1.951,-0.133,-0.188,0.436,-1.496,0.079,0.279,0.082
4227,1.99,-0.09,-0.194,0.44,-1.524,0.072,0.285,0.083
4228,2.029,-0.045,-0.302,0.443,-1.556,0.064,0.289,0.084
4229,2.066,-0.005,-0.491,0.445,-1.587,0.056,0.292,0.084
4230,2.1,0.024,-0.715,0.448,-1.611,0.05,0.293,0.085
4231,2.131,0.042,-0.913,0.451,-1.627,0.046,0.293,0.086
4232,2.159,0.046,-1.03,0.458,-1.635,0.045,0.293,0.088
4233,2.184,0.038,-1.033,0.467,-1.637,0.047,0.293,0.089
4234,2.205,0.018,-0.922,0.479,-1.636,0.052,0.294,0.091
4235,2.22,-0.01,-0.731,0.49,-1.634,0.059,0.297,0.093
4236,2.228,-0.041,-0.511,0.498,-1.633,0.065,0.3,0.094
4237,2.231,-0.067,-0.318,0.5,-1.635,0.07,0.303,0.094
4238,2.229,-0.081,-0.196,0.496,-1.64,0.072,0.306,0.093
4239,2.225,-0.078,-0.166,0.487,-1.648,0.073,0.308,0.092
4240,2.217,-0.059,-0.229,0.473,-1.66,0.072,0.309,0.089
4241,2.206,-0.031,-0.367,0.457,-1.674,0.072,0.31,0.086
4242,2.188,-0.005,-0.548,0.442,-1.688,0.073,0.31,0.084
4243,2.163,0.007,-0.734,0.43,-1.697,0.076,0.309,0.082
4244,2.13,-0.001,-0.889,0.421,-1.699,0.082,0.307,0.081
4245,2.091,-0.03,-0.981,0.417,-1.691,0.09,0.304,0.08
4246,2.046,-0.075,-0.993,0.416,-1.673,0.098,0.3,0.08
4247,1.998,-0.123,-0.922,0.416,-1.648,0.106,0.297,0.08
4248,1.952,-0.161,-0.783,0.412,-1.62,0.113,0.294,0.079
